cdc_case_earliest_dt,num_cases
2023/09/27,25089
2023/09/28,23635
2023/09/29,19663
2023/09/30,13494
2023/10/01,13592
2023/10/02,24098
2023/10/03,21656
2023/10/04,20527
2023/10/05,18920
2023/10/06,16753
2023/10/07,11319
2023/10/08,11253
2023/10/09,19234
2023/10/10,19719
2023/10/11,18026
2023/10/12,18195
2023/10/13,17487
2023/10/14,10886
2023/10/15,12494
2023/10/16,19911
2023/10/17,19507
2023/10/18,18755
2023/10/19,20907
2023/10/20,17374
2023/10/21,11092
2023/10/22,10686
2023/10/23,24857
2023/10/24,20535
2023/10/25,19199
2023/10/26,18442
2023/10/27,19445
2023/10/28,10969
2023/10/29,11121
2023/10/30,19987
2023/10/31,18025
2023/11/01,18210
2023/11/02,18120
2023/11/03,17478
2023/11/04,12289
2023/11/05,12400
2023/11/06,23895
2023/11/07,23018
2023/11/08,22141
2023/11/09,20210
2023/11/10,17895
2023/11/11,13314
2023/11/12,14299
2023/11/13,23920
2023/11/14,22378
2023/11/15,22951
2023/11/16,23113
2023/11/17,21993
2023/11/18,15768
2023/11/19,15091
2023/11/20,26680
2023/11/21,25418
2023/11/22,24386
2023/11/23,12462
2023/11/24,18987
2023/11/25,16394
2023/11/26,18298
2023/11/27,33712
2023/11/28,30548
2023/11/29,28516
2023/11/30,28229
2023/12/01,26691
2023/12/02,18743
2023/12/03,18144
2023/12/04,36887
2023/12/05,31222
2023/12/06,31147
2023/12/07,28370
2023/12/08,29556
2023/12/09,19860
2023/12/10,20316
2023/12/11,37942
2023/12/12,34817
2023/12/13,36368
2023/12/14,35055
2023/12/15,32039
2023/12/16,23879
2023/12/17,23201
2023/12/18,45787
2023/12/19,41532
2023/12/20,42087
2023/12/21,40204
2023/12/22,35459
2023/12/23,26833
2023/12/24,23611
2023/12/25,21318
2023/12/26,43226
2023/12/27,46437
2023/12/28,48700
2023/12/29,41630
2023/12/30,30066
2023/12/31,27514
